Freq.	V(n003)	V(n002)	V(n001)	I(C1)	I(L1)	I(R2)	I(R1)	I(V1)
1.12484131399857e+07	2.73089196832196e-09,-3.70352058881935e-05	9.99999999769330e-01,3.12442464218316e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097181172e-09,2.24109676086352e-13	2.48566834308269e-06,-3.36683689890427e-02	2.48262906211087e-06,-3.36683689892668e-02	-2.48566851967292e-06,3.36683689890427e-02	-2.48566902882885e-06,3.36683689890427e-02
1.12743434102720e+07	2.71832929888715e-09,-3.69500272792574e-05	9.99999999770390e-01,3.11723866499298e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097188783e-09,2.23592974668000e-13	2.47424773450566e-06,-3.35909338900104e-02	2.47120845353378e-06,-3.35909338902340e-02	-2.47424686103488e-06,3.35909338900104e-02	-2.47424759436399e-06,3.35909338900104e-02
1.13003334560046e+07	2.70582434967472e-09,-3.68650445756792e-05	9.99999999771445e-01,3.11006921509114e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097196359e-09,2.23077458717291e-13	2.46287959885807e-06,-3.35136768867580e-02	2.45984031788611e-06,-3.35136768869811e-02	-2.46287903864265e-06,3.35136768867580e-02	-2.46287891059183e-06,3.35136768867580e-02
1.13263834149804e+07	2.69337685548434e-09,-3.67802573268890e-05	9.99999999772495e-01,3.10291625446597e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097203901e-09,2.22563125501009e-13	2.45156369504872e-06,-3.34365975696766e-02	2.44852441407668e-06,-3.34365975698991e-02	-2.45156265977419e-06,3.34365975696766e-02	-2.45156297751237e-06,3.34365975696766e-02
1.13524934253135e+07	2.68098655233417e-09,-3.66956650833535e-05	9.99999999773540e-01,3.09577974519321e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097211407e-09,2.22049972292213e-13	2.44029978309409e-06,-3.33596955300993e-02	2.43726050212198e-06,-3.33596955303213e-02	-2.44030011715154e-06,3.33596955300993e-02	-2.44029979512561e-06,3.33596955300993e-02
1.13786636254366e+07	2.66865317745526e-09,-3.66112673965729e-05	9.99999999774581e-01,3.08865964943579e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097218880e-09,2.21537996370216e-13	2.42908762411334e-06,-3.32829703602993e-02	2.42604834314115e-06,-3.32829703605208e-02	-2.42908782169164e-06,3.32829703602993e-02	-2.42908754444215e-06,3.32829703602993e-02
1.14048941541016e+07	2.65637646928596e-09,-3.65270638190793e-05	9.99999999775616e-01,3.08155592944362e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097226318e-09,2.21027195020571e-13	2.41792698032314e-06,-3.32064216534874e-02	2.41488769935088e-06,-3.32064216537085e-02	-2.41792696975551e-06,3.32064216534874e-02	-2.41792622546200e-06,3.32064216534874e-02
1.14311851503800e+07	2.64415616746641e-09,-3.64430539044337e-05	9.99999999776647e-01,3.07446854755359e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097233722e-09,2.20517565535062e-13	2.40681761503271e-06,-3.31300490038101e-02	2.40377833406037e-06,-3.31300490040306e-02	-2.40681756134315e-06,3.31300490038101e-02	-2.40681765717454e-06,3.31300490038101e-02
1.14575367536642e+07	2.63199201283295e-09,-3.63592372072239e-05	9.99999999777674e-01,3.06739746618900e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097241092e-09,2.20009105211684e-13	2.39575929263873e-06,-3.30538520063472e-02	2.39272001166632e-06,-3.30538520065672e-02	-2.39576079281558e-06,3.30538520063472e-02	-2.39576002059039e-06,3.30538520063472e-02
1.14839491036677e+07	2.61988374741272e-09,-3.62756132830622e-05	9.99999999778695e-01,3.06034264785979e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097248428e-09,2.19501811354632e-13	2.38475177862042e-06,-3.29778302571098e-02	2.38171249764793e-06,-3.29778302573293e-02	-2.38475068236771e-06,3.29778302571098e-02	-2.38475149672013e-06,3.29778302571098e-02
1.15104223404261e+07	2.60783111441812e-09,-3.61921816885830e-05	9.99999999779712e-01,3.05330405516195e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097255730e-09,2.18995681274284e-13	2.37379483953449e-06,-3.29019833530383e-02	2.37075555856193e-06,-3.29019833532573e-02	-2.37379321180463e-06,3.29019833530383e-02	-2.37379390455317e-06,3.29019833530383e-02
1.15369566042980e+07	2.59583385824137e-09,-3.61089419814403e-05	9.99999999780724e-01,3.04628165077758e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097262999e-09,2.18490712287189e-13	2.36288824301024e-06,-3.28263108920000e-02	2.35984896203761e-06,-3.28263108922185e-02	-2.36288957748735e-06,3.28263108920000e-02	-2.36288906307891e-06,3.28263108920000e-02
1.15635520359653e+07	2.58389172444910e-09,-3.60258937203055e-05	9.99999999781731e-01,3.03927539747464e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097270234e-09,2.17986901716053e-13	2.35203175774461e-06,-3.27508124727870e-02	2.34899247677191e-06,-3.27508124730050e-02	-2.35203260124977e-06,3.27508124727870e-02	-2.35203333431855e-06,3.27508124727870e-02
1.15902087764344e+07	2.57200445977698e-09,-3.59430364648651e-05	9.99999999782734e-01,3.03228525810661e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097277436e-09,2.17484246889721e-13	2.34122515349730e-06,-3.26754876951144e-02	2.33818587252453e-06,-3.26754876953319e-02	-2.34122587217494e-06,3.26754876951144e-02	-2.34122671827208e-06,3.26754876951144e-02
1.16169269670366e+07	2.56017181212430e-09,-3.58603697758181e-05	9.99999999783732e-01,3.02531119561252e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097284605e-09,2.16982745143170e-13	2.33046820108584e-06,-3.26003361596176e-02	2.32742892011300e-06,-3.26003361598346e-02	-2.33046939026287e-06,3.26003361596176e-02	-2.33046921493951e-06,3.26003361596176e-02
1.16437067494292e+07	2.54839353054865e-09,-3.57778932148741e-05	9.99999999784726e-01,3.01835317301655e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097291741e-09,2.16482393817486e-13	2.31976067238078e-06,-3.25253574678509e-02	2.31672139140787e-06,-3.25253574680674e-02	-2.31975956643049e-06,3.25253574678509e-02	-2.31975900533143e-06,3.25253574678509e-02
1.16705482655959e+07	2.53666936526062e-09,-3.56956063447507e-05	9.99999999785715e-01,3.01141115342801e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097298845e-09,2.15983190259858e-13	2.30910234030082e-06,-3.24505512222846e-02	2.30606305932783e-06,-3.24505512225006e-02	-2.30910118612189e-06,3.24505512222846e-02	-2.30910154641606e-06,3.24505512222846e-02
1.16974516578477e+07	2.52499906761844e-09,-3.56135087291710e-05	9.99999999786700e-01,3.00448510004098e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097305915e-09,2.15485131823557e-13	2.29849297880800e-06,-3.23759170263036e-02	2.29545369783494e-06,-3.23759170265191e-02	-2.29849185661502e-06,3.23759170263036e-02	-2.29849138122518e-06,3.23759170263036e-02
1.17244170688238e+07	2.51338239012276e-09,-3.55315999328618e-05	9.99999999787680e-01,2.99757497613421e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097312953e-09,2.14988215867928e-13	2.28793236290292e-06,-3.23014544842048e-02	2.28489308192979e-06,-3.23014544844198e-02	-2.28793157790988e-06,3.23014544842048e-02	-2.28793214773759e-06,3.23014544842048e-02
1.17514446414920e+07	2.50181908641141e-09,-3.54498795215508e-05	9.99999999788656e-01,2.99068074507094e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097319959e-09,2.14492439758372e-13	2.27742026861994e-06,-3.22271632011953e-02	2.27438098764674e-06,-3.22271632014098e-02	-2.27741915364546e-06,3.22271632011953e-02	-2.27741838898510e-06,3.22271632011953e-02
1.17785345191499e+07	2.49030891125412e-09,-3.53683470619646e-05	9.99999999789626e-01,2.98380237029861e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097326933e-09,2.13997800866335e-13	2.26695647302247e-06,-3.21530427833902e-02	2.26391719204920e-06,-3.21530427836042e-02	-2.26695697654380e-06,3.21530427833902e-02	-2.26695738092531e-06,3.21530427833902e-02
1.18056868454253e+07	2.47885162054737e-09,-3.52870021218262e-05	9.99999999790593e-01,2.97693981534880e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097333874e-09,2.13504296569289e-13	2.25654075419822e-06,-3.20790928378103e-02	2.25350147322488e-06,-3.20790928380238e-02	-2.25653906479979e-06,3.20790928378103e-02	-2.25653820962179e-06,3.20790928378103e-02
1.18329017642771e+07	2.46744697130917e-09,-3.52058442698530e-05	9.99999999791555e-01,2.97009304383692e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097340784e-09,2.13011924250725e-13	2.24617289125447e-06,-3.20053129723806e-02	2.24313361028106e-06,-3.20053129725936e-02	-2.24617379294058e-06,3.20053129723806e-02	-2.24617360800039e-06,3.20053129723806e-02
1.18601794199962e+07	2.45609472167396e-09,-3.51248730757541e-05	9.99999999792513e-01,2.96326201946209e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097347662e-09,2.12520681300135e-13	2.23585266431344e-06,-3.19317027959276e-02	2.23281338333997e-06,-3.19317027961401e-02	-2.23585278643902e-06,3.19317027959276e-02	-2.23585266212467e-06,3.19317027959276e-02
1.18875199572059e+07	2.44479463088744e-09,-3.50440881102284e-05	9.99999999793467e-01,2.95644670600686e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097354508e-09,2.12030565112997e-13	2.22557985450758e-06,-3.18582619181774e-02	2.22254057353403e-06,-3.18582619183894e-02	-2.22557843801717e-06,3.18582619181774e-02	-2.22557900997344e-06,3.18582619181774e-02
1.19149235208630e+07	2.43354645930146e-09,-3.49634889449620e-05	9.99999999794415e-01,2.94964706733718e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097361323e-09,2.11541573090764e-13	2.21535424397494e-06,-3.17849899497539e-02	2.21231496300133e-06,-3.17849899499654e-02	-2.21535194403603e-06,3.17849899497539e-02	-2.21535265154671e-06,3.17849899497539e-02
1.19423902562586e+07	2.42234996836898e-09,-3.48830751526263e-05	9.99999999795360e-01,2.94286306740199e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097368107e-09,2.11053702640849e-13	2.20517561585457e-06,-3.17118865021765e-02	2.20213633488089e-06,-3.17118865023875e-02	-2.20517569721765e-06,3.17118865021765e-02	-2.20517540583387e-06,3.17118865021765e-02
1.19699203090184e+07	2.41120492063897e-09,-3.48028463068754e-05	9.99999999796300e-01,2.93609467023322e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097374859e-09,2.10566951176613e-13	2.19504375428190e-06,-3.16389511878580e-02	2.19200447330815e-06,-3.16389511880685e-02	-2.19504371575692e-06,3.16389511878580e-02	-2.19504363485612e-06,3.16389511878580e-02
1.19975138251042e+07	2.40011107975138e-09,-3.47228019823440e-05	9.99999999797236e-01,2.92934183994551e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097381580e-09,2.10081316117347e-13	2.18495844438416e-06,-3.15661836201026e-02	2.18191916341034e-06,-3.15661836203127e-02	-2.18495958873692e-06,3.15661836201026e-02	-2.18495915760286e-06,3.15661836201026e-02
1.20251709508140e+07	2.38906821043215e-09,-3.46429417546451e-05	9.99999999798168e-01,2.92260454073606e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097388271e-09,2.09596794888264e-13	2.17491947227583e-06,-3.14935834131041e-02	2.17188019130195e-06,-3.14935834133137e-02	-2.17491853071356e-06,3.14935834131041e-02	-2.17491833609529e-06,3.14935834131041e-02
1.20528918327830e+07	2.37807607848820e-09,-3.45632652003678e-05	9.99999999799095e-01,2.91588273688435e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097394931e-09,2.09113384920480e-13	2.16492662505413e-06,-3.14211501819434e-02	2.16188734408018e-06,-3.14211501821525e-02	-2.16492652349193e-06,3.14211501819434e-02	-2.16492662730161e-06,3.14211501819434e-02
1.20806766179848e+07	2.36713445080247e-09,-3.44837718970749e-05	9.99999999800018e-01,2.90917639275204e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097401560e-09,2.08631083651005e-13	2.15497969079444e-06,-3.13488835425867e-02	2.15194040982042e-06,-3.13488835427954e-02	-2.15497878162797e-06,3.13488835425867e-02	-2.15497857425362e-06,3.13488835425867e-02
1.21085254537313e+07	2.35624309532897e-09,-3.44044614233010e-05	9.99999999800937e-01,2.90248547278279e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097408158e-09,2.08149888522724e-13	2.14507845854588e-06,-3.12767831118836e-02	2.14203917757179e-06,-3.12767831120918e-02	-2.14508009056574e-06,3.12767831118836e-02	-2.14507963391952e-06,3.12767831118836e-02
1.21364384876745e+07	2.34540178108789e-09,-3.43253333585498e-05	9.99999999801851e-01,2.89580994150202e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097414727e-09,2.07669796984390e-13	2.13522271832677e-06,-3.12048485075649e-02	2.13218343735263e-06,-3.12048485077725e-02	-2.13522446850015e-06,3.12048485075649e-02	-2.13522434933111e-06,3.12048485075648e-02
1.21644158678064e+07	2.33461027816064e-09,-3.42463872832923e-05	9.99999999802762e-01,2.88914976351670e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097421265e-09,2.07190806490605e-13	2.12541226112025e-06,-3.11330793482403e-02	2.12237298014603e-06,-3.11330793484475e-02	-2.12541311179223e-06,3.11330793482403e-02	-2.12541272048838e-06,3.11330793482403e-02
1.21924577424602e+07	2.32386835768503e-09,-3.41676227789642e-05	9.99999999803668e-01,2.88250490351525e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097427773e-09,2.06712914501811e-13	2.11564687886976e-06,-3.10614752533971e-02	2.11260759789548e-06,-3.10614752536038e-02	-2.11564721680299e-06,3.10614752533971e-02	-2.11564656638075e-06,3.10614752533971e-02
1.22205642603113e+07	2.31317579185039e-09,-3.40890394279641e-05	9.99999999804570e-01,2.87587532626730e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097434252e-09,2.06236118484270e-13	2.10592636447469e-06,-3.09900358433975e-02	2.10288708350035e-06,-3.09900358436037e-02	-2.10592558717141e-06,3.09900358433975e-02	-2.10592588700820e-06,3.09900358433975e-02
1.22487355703776e+07	2.30253235389274e-09,-3.40106368136510e-05	9.99999999805468e-01,2.86926099662346e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097440700e-09,2.05760415910059e-13	2.09625051178599e-06,-3.09187607394769e-02	2.09321123081159e-06,-3.09187607396827e-02	-2.09625061561953e-06,3.09187607394769e-02	-2.09625068237074e-06,3.09187607394769e-02
1.22769718220206e+07	2.29193781809001e-09,-3.39324145203419e-05	9.99999999806362e-01,2.86266187951525e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097447119e-09,2.05285804257050e-13	2.08661911560176e-06,-3.08476495637419e-02	2.08357983462729e-06,-3.08476495639472e-02	-2.08661990942532e-06,3.08476495637419e-02	-2.08661913347896e-06,3.08476495637419e-02
1.23052731649460e+07	2.28139195975721e-09,-3.38543721333101e-05	9.99999999807251e-01,2.85607793995481e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097453508e-09,2.04812281008900e-13	2.07703197166291e-06,-3.07767019391680e-02	2.07399269068837e-06,-3.07767019393729e-02	-2.07703227222775e-06,3.07767019391680e-02	-2.07703305932228e-06,3.07767019391680e-02
1.23336397492048e+07	2.27089455524167e-09,-3.37765092387828e-05	9.99999999808137e-01,2.84950914303472e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097459868e-09,2.04339843655036e-13	2.06748887664885e-06,-3.07059174895982e-02	2.06444959567425e-06,-3.07059174898026e-02	-2.06748890038784e-06,3.07059174895982e-02	-2.06748882192187e-06,3.07059174895982e-02
1.23620717251938e+07	2.26044538191834e-09,-3.36988254239386e-05	9.99999999809019e-01,2.84295545392790e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097466199e-09,2.03868489690642e-13	2.05798962817315e-06,-3.06352958397403e-02	2.05495034719849e-06,-3.06352958399442e-02	-2.05798979390559e-06,3.06352958397403e-02	-2.05799005925655e-06,3.06352958397403e-02
1.23905692436564e+07	2.25004421818502e-09,-3.36213202769058e-05	9.99999999809896e-01,2.83641683788734e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097472501e-09,2.03398216616646e-13	2.04853402477928e-06,-3.05648366151655e-02	2.04549474380456e-06,-3.05648366153689e-02	-2.04853495278101e-06,3.05648366151655e-02	-2.04853495233692e-06,3.05648366151655e-02
1.24191324556837e+07	2.23969084345768e-09,-3.35439933867597e-05	9.99999999810769e-01,2.82989326024600e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097478774e-09,2.02929021939709e-13	2.03912186593631e-06,-3.04945394423059e-02	2.03608258496153e-06,-3.04945394425088e-02	-2.03912198429206e-06,3.04945394423059e-02	-2.03912168217357e-06,3.04945394423059e-02
1.24477615127151e+07	2.22938503816579e-09,-3.34668443435210e-05	9.99999999811639e-01,2.82338468641643e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097485018e-09,2.02460903172207e-13	2.02975295203466e-06,-3.04244039484530e-02	2.02671367105981e-06,-3.04244039486555e-02	-2.02975208479975e-06,3.04244039484530e-02	-2.02975206775591e-06,3.04244039484530e-02
1.24764565665388e+07	2.21912658374765e-09,-3.33898727381532e-05	9.99999999812504e-01,2.81689108189090e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097491233e-09,2.01993857832220e-13	2.02042708438187e-06,-3.03544297617554e-02	2.01738780340696e-06,-3.03544297619574e-02	-2.02042645066510e-06,3.03544297617554e-02	-2.02042610908393e-06,3.03544297617554e-02
1.25052177692932e+07	2.20891526264577e-09,-3.33130781625605e-05	9.99999999813366e-01,2.81041241224093e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097497419e-09,2.01527883443522e-13	2.01114406519840e-06,-3.02846165112171e-02	2.00810478422343e-06,-3.02846165114186e-02	-2.01114268916608e-06,3.02846165112171e-02	-2.01114198716823e-06,3.02846165112171e-02
1.25340452734674e+07	2.19875085830223e-09,-3.32364602095857e-05	9.99999999814223e-01,2.80394864311730e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097503578e-09,2.01062977535563e-13	2.00190369761343e-06,-3.02149638266951e-02	1.99886441663839e-06,-3.02149638268961e-02	-2.00190438938574e-06,3.02149638266951e-02	-2.00190515897702e-06,3.02149638266951e-02
1.25629392319019e+07	2.18863315515411e-09,-3.31600184730083e-05	9.99999999815077e-01,2.79749974024972e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097509708e-09,2.00599137643457e-13	1.99270578566065e-06,-3.01454713388978e-02	1.98966650468555e-06,-3.01454713390984e-02	-1.99270437315797e-06,3.01454713388978e-02	-1.99270471057389e-06,3.01454713388978e-02
1.25918997977897e+07	2.17856193862891e-09,-3.30837525475416e-05	9.99999999815926e-01,2.79106566944675e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097515810e-09,2.00136361307974e-13	1.98355013427417e-06,-3.00761386793831e-02	1.98051085329901e-06,-3.00761386795833e-02	-1.98354981864888e-06,3.00761386793831e-02	-1.98354973690584e-06,3.00761386793831e-02
1.26209271246766e+07	2.16853699514000e-09,-3.30076620288315e-05	9.99999999816772e-01,2.78464639659560e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097521883e-09,1.99674646075518e-13	1.97443654928431e-06,-3.00069654805562e-02	1.97139726830909e-06,-3.00069654807559e-02	-1.97443594041441e-06,3.00069654805562e-02	-1.97443659999408e-06,3.00069654805562e-02
1.26500213664628e+07	2.15855811208210e-09,-3.29317465134535e-05	9.99999999817614e-01,2.77824188766195e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097527929e-09,1.99213989498121e-13	1.96536483741356e-06,-2.99379513756676e-02	1.96232555643828e-06,-2.99379513758668e-02	-1.96536513117658e-06,2.99379513756676e-02	-1.96536529983860e-06,2.99379513756676e-02
1.26791826774030e+07	2.14862507782676e-09,-3.28560055989113e-05	9.99999999818452e-01,2.77185210868972e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097533947e-09,1.98754389133430e-13	1.95633480627239e-06,-2.98690959988115e-02	1.95329552529705e-06,-2.98690959990102e-02	-1.95633619457437e-06,2.98690959988115e-02	-1.95633583643939e-06,2.98690959988115e-02
1.27084112121076e+07	2.13873768171786e-09,-3.27804388836341e-05	9.99999999819286e-01,2.76547702580090e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097539938e-09,1.98295842544688e-13	1.94734626435527e-06,-2.98003989849236e-02	1.94430698337987e-06,-2.98003989851219e-02	-1.94734673788576e-06,2.98003989849236e-02	-1.94734639080707e-06,2.98003989849236e-02
1.27377071255434e+07	2.12889571406717e-09,-3.27050459669747e-05	9.99999999820117e-01,2.75911660519549e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097545900e-09,1.97838347300727e-13	1.93839902103653e-06,-2.97318599697791e-02	1.93535974006107e-06,-2.97318599699770e-02	-1.93839915383277e-06,2.97318599697791e-02	-1.93839878193103e-06,2.97318599697791e-02
1.27670705730343e+07	2.11909896614990e-09,-3.26298264492074e-05	9.99999999820943e-01,2.75277081315118e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097551836e-09,1.97381900975954e-13	1.92949288656634e-06,-2.96634785899912e-02	1.92645360559082e-06,-2.96634785901886e-02	-1.92949104969338e-06,2.96634785899912e-02	-1.92949119082186e-06,2.96634785899912e-02
1.27965017102625e+07	2.10934723020024e-09,-3.25547799315259e-05	9.99999999821766e-01,2.74643961602320e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097557744e-09,1.96926501150335e-13	1.92062767206670e-06,-2.95952544830085e-02	1.91758839109113e-06,-2.95952544832054e-02	-1.92062960363368e-06,2.95952544830084e-02	-1.92062907444779e-06,2.95952544830084e-02
1.28260006932689e+07	2.09964029940699e-09,-3.24799060160411e-05	9.99999999822585e-01,2.74012298024414e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097563625e-09,1.96472145409387e-13	1.91180318952744e-06,-2.95271872871136e-02	1.90876390855181e-06,-2.95271872873101e-02	-1.91180285204350e-06,2.95271872871136e-02	-1.91180333786178e-06,2.95271872871136e-02
1.28555676784542e+07	2.08997796790916e-09,-3.24052043057789e-05	9.99999999823400e-01,2.73382087232388e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097569479e-09,1.96018831344161e-13	1.90301925180220e-06,-2.94592766414212e-02	1.89997997082651e-06,-2.94592766416172e-02	-1.90302036581099e-06,2.94592766414212e-02	-1.90302125702146e-06,2.94592766414212e-02
1.28852028225796e+07	2.08036003079160e-09,-3.23306744046784e-05	9.99999999824211e-01,2.72753325884925e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097575307e-09,1.95566556551231e-13	1.89427567260448e-06,-2.93915221858757e-02	1.89123639162873e-06,-2.93915221860712e-02	-1.89427496677003e-06,2.93915221858757e-02	-1.89427555596922e-06,2.93915221858757e-02
1.29149062827677e+07	2.07078628408067e-09,-3.22563159175894e-05	9.99999999825019e-01,2.72126010648398e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097581107e-09,1.95115318632681e-13	1.88557226650369e-06,-2.93239235612498e-02	1.88253298552788e-06,-2.93239235614449e-02	-1.88557263672571e-06,2.93239235612498e-02	-1.88557351066265e-06,2.93239235612498e-02
1.29446782165032e+07	2.06125652473990e-09,-3.21821284502708e-05	9.99999999825823e-01,2.71500138196843e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097586881e-09,1.94665115196093e-13	1.87690884892123e-06,-2.92564804091424e-02	1.87386956794536e-06,-2.92564804093371e-02	-1.87690859023397e-06,2.92564804091424e-02	-1.87690784514416e-06,2.92564804091424e-02
1.29745187816341e+07	2.05177055066567e-09,-3.21081116093879e-05	9.99999999826623e-01,2.70875705211943e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097592628e-09,1.94215943854533e-13	1.86828523612654e-06,-2.91891923719766e-02	1.86524595515061e-06,-2.91891923721708e-02	-1.86828522001684e-06,2.91891923719766e-02	-1.86828583537135e-06,2.91891923719766e-02
1.30044281363719e+07	2.04232816068298e-09,-3.20342650025110e-05	9.99999999827420e-01,2.70252708383020e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097598349e-09,1.93767802226540e-13	1.85970124523324e-06,-2.91220590929980e-02	1.85666196425725e-06,-2.91220590931918e-02	-1.85970252607432e-06,2.91220590929980e-02	-1.85970202437602e-06,2.91220590929980e-02
1.30344064392932e+07	2.03292915454111e-09,-3.19605882381126e-05	9.99999999828213e-01,2.69631144407012e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097604043e-09,1.93320687936113e-13	1.85115669419523e-06,-2.90550802162727e-02	1.84811741321919e-06,-2.90550802164660e-02	-1.85115811568437e-06,2.90550802162727e-02	-1.85115823114756e-06,2.90550802162727e-02
1.30644538493398e+07	2.02357333290942e-09,-3.18870809255660e-05	9.99999999829002e-01,2.69011009988440e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097609712e-09,1.92874598612694e-13	1.84265140180284e-06,-2.89882553866853e-02	1.83961212082675e-06,-2.89882553868782e-02	-1.84265079248598e-06,2.89882553866853e-02	-1.84265081770718e-06,2.89882553866853e-02
1.30945705258203e+07	2.01426049737312e-09,-3.18137426751427e-05	9.99999999829787e-01,2.68392301839418e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097615354e-09,1.92429531891164e-13	1.83418518767899e-06,-2.89215842499373e-02	1.83114590670283e-06,-2.89215842501297e-02	-1.83418653828423e-06,2.89215842499373e-02	-1.83418706001248e-06,2.89215842499373e-02
1.31247566284102e+07	2.00499045042903e-09,-3.17405730980107e-05	9.99999999830570e-01,2.67775016679618e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097620970e-09,1.91985485411824e-13	1.82575787227533e-06,-2.88550664525450e-02	1.82271859129912e-06,-2.88550664527370e-02	-1.82575697855200e-06,2.88550664525450e-02	-1.82575786311645e-06,2.88550664525450e-02
1.31550123171531e+07	1.99576299548145e-09,-3.16675718062322e-05	9.99999999831348e-01,2.67159151236253e-06	1.00000000000000e+00,-1.35525271560688e-20	3.03928097626561e-09,1.91542456820383e-13	1.81736927686849e-06,-2.87887016418378e-02	1.81432999589222e-06,-2.87887016420293e-02	-1.81737048781641e-06,2.87887016418378e-02	-1.81737050297670e-06,2.87887016418378e-02
1.31853377524619e+07	1.98657793683792e-09,-3.15947384127617e-05	9.99999999832123e-01,2.66544702244072e-06	1.00000000000000e+00,1.35525271560688e-20	3.03928097632126e-09,1.91100443767949e-13	1.80901922355625e-06,-2.87224894659559e-02	1.80597994257993e-06,-2.87224894661470e-02	-1.80901749518933e-06,2.87224894659559e-02	-1.80901770363562e-06,2.87224894659559e-02
1.32157330951188e+07	1.97743507970512e-09,-3.15220725314437e-05	9.99999999832894e-01,2.65931666445320e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097637665e-09,1.90659443911011e-13	1.80070753525376e-06,-2.86564295738491e-02	1.79766825427738e-06,-2.86564295740398e-02	-1.80070876791991e-06,2.86564295738491e-02	-1.80070856004022e-06,2.86564295738491e-02
1.32461985062771e+07	1.96833423018474e-09,-3.14495737770111e-05	9.99999999833662e-01,2.65320040589747e-06	1.00000000000000e+00,0.00000000000000e+00	3.03928097643179e-09,1.90219454911434e-13	1.79243403568983e-06,-2.85905216152745e-02	1.78939475471340e-06,-2.85905216154647e-02	-1.79243234239797e-06,2.85905216152745e-02	-1.79243215825409e-06,2.85905216152745e-02
